CustomerKey,GeographyKey,CustomerAlternateKey,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,EnglishEducation,EnglishOccupation,DateFirstPurchase,CommuteDistance,Age,BikeBuyer,BinnedColumn
0.0,0.0741800832106854,AW00011000,M,M,1.7453048245829301,0.7828623079794745,0.0,0.6917249761640649,0.0,Bachelors,Professional,7/22/2005,1-2 Miles,0.9730212254934367,1.01197386734588,Bin 2
9.370541063102866e-05,0.10817928801558284,AW00011001,S,M,1.0908155153643313,1.174293461969212,1.5746331142105912,0.0,0.5484399692173983,Bachelors,Professional,7/18/2005,0-1 Miles,1.037889307192999,1.01197386734588,Bin 2
0.00018741082126205733,0.0896342672129116,AW00011002,M,M,1.0908155153643313,1.174293461969212,1.5746331142105912,0.6917249761640649,0.5484399692173983,Bachelors,Professional,7/10/2005,2-5 Miles,1.037889307192999,1.01197386734588,Bin 2
0.000281116231893086,0.027817531204007002,AW00011003,S,F,1.3089786184371976,0.0,0.0,0.0,0.5484399692173983,Bachelors,Professional,7/1/2005,5-10 Miles,0.8432850620943118,1.01197386734588,Bin 1
0.00037482164252411465,0.05254422560756884,AW00011004,S,F,1.5271417215100638,1.9571557699486868,2.6243885236843183,0.6917249761640649,2.1937598768695934,Bachelors,Professional,7/26/2005,1-2 Miles,0.8432850620943118,1.01197386734588,Bin 1
0.00046852705315514337,0.061816736008904465,AW00011005,S,M,1.3089786184371976,0.0,0.0,0.6917249761640649,0.5484399692173983,Bachelors,Professional,7/2/2005,5-10 Miles,1.037889307192999,1.01197386734588,Bin 2
0.000562232463786061,0.018545020802671244,AW00011006,S,F,1.3089786184371976,0.0,0.0,0.6917249761640649,0.5484399692173983,Bachelors,Professional,7/27/2005,5-10 Miles,0.9730212254934367,1.01197386734588,Bin 2
0.0006559378744170896,0.1174517984169186,AW00011007,M,M,1.0908155153643313,1.174293461969212,1.5746331142105912,0.6917249761640649,1.0968799384347967,Bachelors,Professional,7/12/2005,0-1 Miles,1.1027573888925615,1.01197386734588,Bin 2
0.0007496432850481183,0.09272510401335676,AW00011008,S,F,1.0908155153643313,1.5657246159589493,2.0995108189474547,0.6917249761640649,1.645319907652195,Bachelors,Professional,7/28/2005,10+ Miles,1.1027573888925615,1.01197386734588,Bin 2
0.0008433486956791469,0.07108924641024023,AW00011009,S,M,1.3089786184371976,0.0,0.0,0.0,0.5484399692173983,Bachelors,Professional,7/30/2005,5-10 Miles,1.1027573888925615,1.01197386734588,Bin 2
